Datacenter,URL,IP v4 addresses,IP v6 range in DB
Adform A/S,https://adform.com/,"1,856",
Deninet,https://www.deninet.hu/,"1,793",
BelCloud Hosting Corporation,https://www.belcloud.net/,"1,792",Yes
Cadence Networks Ltd,https://cadence.net.uk/,"1,792",
Claus Web,https://www.clausweb.ro/,"1,792",
COMNET A.S.,https://www.comnet.net.tr/,"1,792",
corponetsa.net,http://www.corponetsa.net/,"1,792",
GalaxyData,https://galaxydata.ru/,"1,792",Yes
Hosttech Gmbh,https://www.hosttech.eu/,"1,792",
MUVHost,https://www.muvhost.com/,"1,792",Yes
netbudur,https://www.netbudur.com/,"1,792",
NS1,https://www.ns1.bg/,"1,792",
OÜ Web Hosting Solutions,https://fairyhosting.com/,"1,792",
RootLayer Web Services LTD,https://rootlayer.net/,"1,792",
SmartApe LLC,https://www.smartape.eu/,"1,792",
SpectraIP B.V.,http://spectraip.net/,"1,792",
Steep Host,http://www.steephost.com/,"1,792",
Subnet Labs LLC,http://www.impactvps.com/,"1,792",
Utel Datacenter,http://utel.ua/,"1,792",
Amagicom AB (Mullvad VPN),https://mullvad.net/,"1,728",
goneo Internet GmbH.,https://www.goneo.de/,"1,608",
Aqua Ray SAS,http://www.aquaray.fr/,"1,544",
AlphaVPS,http://alphavps.bg/,"1,536",
BEST-HOSTING s.r.o.,https://best-hosting.cz/,"1,536",
DailyRazor,http://www.dailyrazor.com/,"1,536",Yes
"DoubleGIS, LLC",http://2gis.com/,"1,536",
FlokiNET,https://www.flokinet.is/,"1,536",
Hosteur SA,https://www.hosteur.com/,"1,536",
Hosting Ood.,https://www.host.bg/,"1,536",
I7 Llc,http://i7.ru/,"1,536",
"Integral Ad Science, Inc.",http://integralads.com/,"1,536",
Interhost.co.il,http://www.interhost.co.il/,"1,536",Yes
itsoft.ru,https://itsoft.ru/,"1,536",
LiWiNeA GmbH,https://www.simplyroot.de/,"1,536",
LLHOST INC.,https://llhost-inc.eu/en,"1,536",
LoveServers LTD,https://loveservers.com/,"1,536",Yes
MegiTeam,http://www.megiteam.pl/,"1,536",
mtw.ru,https://mtw.ru/,"1,536",
NeoHost,https://www.neohost.net/,"1,536",
Netminders Data Solution,https://net-minders.com/,"1,536",
nthost.ru,http://nthost.ru/,"1,536",
QNAX,https://qnax.com.br/,"1,536",
Quadronet LLC,http://quadronet.net/,"1,536",Yes
Rambler&Co,https://rambler-co.ru/,"1,536",
Tangram Ukraine,http://tangram.ua/eng/index.html,"1,536",
TutHost,https://tuthost.ua/,"1,536",
VPSVILLE,https://vpsville.ru/,"1,536",
"Web4ce, s.r.o.",http://www.web4ce.cz/,"1,536",
ZBSCloud,https://zbs.cloud/,"1,536",
PS.kz,https://www.ps.kz/,"1,408",
SSDCloud.BG,https://www.ssdcloud.bg/,"1,408",
Alma,http://almahost.ir/,"1,376",
Croatian Web Hosting,https://www.croweb.host/,"1,360",
conova communications GmbH,https://www.conova.com/,"1,356",Yes
KONTENT GmbH,https://www.kontent.com/,"1,352",
Bilge Hosting,https://www.bilgehosting.com/,"1,344",
Cloud.dk,https://cloud.dk/,"1,344",
Keminet Ltd.,https://www.keminet.net/,"1,307",
digi-cloud.net,https://digi-cloud.net/,"1,280",
Estoxy,http://estoxy.com/,"1,280",
GB Network Solutions Sdn. Bhd.,https://www.gbnetwork.my/,"1,280",
Global Cloud Infrastructure,http://www.globalcloudinfra.com/,"1,280",
Greendata,https://www.greenhousing.cz/,"1,280",
IBEE Hosting,https://www.ibeehosting.com/,"1,280",Yes
Medyabim,http://www.medyabim.com.tr/,"1,280",
quickweb.co.nz,http://quickweb.co.nz/,"1,280",
Qwant SAS,https://www.qwant.com/,"1,280",
Rethem Hosting Llc,http://www.rethemhosting.net/,"1,280",
RouterHosting,https://www.routerhosting.com/,"1,280",
Semrush Inc,https://www.semrush.com/,"1,280",
UnixHost,https://unixhost.pro/,"1,280",
vds64.com,http://vds64.com/,"1,280",
"VinaHost Co., Ltd.",https://vinahost.vn/,"1,280",
VPS Ace,http://vpsace.com/,"1,280",
YAR-TT,http://yar-tt.ru/,"1,280",
yisp Netherlands,http://yisp.nl/,"1,280",
DigitalOne AG,http://www.digitalone.com/,"1,248",
S2 Coltd,http://www.forestcity-datagarden.com/,"1,240",
Amsio B.V.,https://www.amsio.com/,"1,168",
SeedVPS,https://www.seedvps.com/,"1,152",Yes
myVirtualserver.com,https://myvirtualserver.com/,"1,092",
IP Server,https://www.ipserver.su/,"1,088",
Real Comm srl,https://www.realcomm.it/,"1,088",
niobeweb.net,http://www.niobeweb.net/,"1,064",
Zwiebelfreunde e.V.,https://zwiebelfreunde.de/,"1,048",Yes
0x2A Datacenter,http://0x2a.com.ua/,"1,024",
Advania,https://www.advania.is/,"1,024",
Alpha1Servers,https://www.alpha1servers.com/,"1,024",
Alvotech Netherlands,http://www.alvotech.de/,"1,024",
Apollon,http://apollon-hosting.ru/,"1,024",
Asia Server Host,http://www.asiaserverhost.com/,"1,024",
Atak Domain Hosting,https://www.atakdomain.com/,"1,024",
Azar-A,http://azar-a.net/,"1,024",
BAEHOST,https://baehost.com/,"1,024",
Benzahosting.cl,https://www.benzahosting.cl/,"1,024",
Best-Hoster Group Co. Ltd.,https://best-hoster.ru/,"1,024",
Breezle LLC,https://www.breezle.net/,"1,024",
Caravan Aero,http://www.caravan.ru/aero/,"1,024",
Ciberconceito,https://www.ciberconceito.com/,"1,024",
Cloud Host Pte Ltd,https://cloudhost.asia/,"1,024",
Cloudeos,https://www.cloudeos.com/,"1,024",
"Cloudinfrastack, s.r.o",https://cloudevelops.com/,"1,024",
Cloudlayer8,https://cl8.com/,"1,024",
Coc Coc Company Limited.,http://coccoc.vn/,"1,024",
combahton GmbH,https://www.combahton.net/,"1,024",
comfoplace.com,http://comfoplace.com/,"1,024",
"Critical Impact Software, Inc.",https://criticalimpact.com/,"1,024",
cybernetic-servers.co.uk,http://cybernetic-servers.co.uk/,"1,024",
Dade Pardazi Mobinhost Co. Ltd,https://www.mobinhost.com/,"1,024",
Data Techno Park,http://www.dtpark.pl/,"1,024",
Data Xata,http://www.data-xata.com/,"1,024",
data-xata.com,http://www.data-xata.com/,"1,024",
Dream Line Holding,http://dream.net.ua/,"1,024",
E-Hosting Online,https://ehostingonline.com/,"1,024",
easyname GmbH,https://www.easyname.com/,"1,024",
Eksen Bilişim,http://eksenbilisim.com.tr/,"1,024",
Ekvia,http://ekvia.com/,"1,024",
ESC,https://esc.vn/,"1,024",Yes
"Eskimo North, Inc",https://www.eskimo.com/,"1,024",
Feral Hosting,https://www.feralhosting.com/,"1,024",
Fibermax,http://fibermax.nl/,"1,024",
Flops,https://flops.ru/,"1,024",
Fusioned Ltd.,https://www.fusioned.net/,"1,024",
Garrison Network Solutions LLC.,http://www.garrisonhost.com/,"1,024",
GOHOST.KZ,https://gohost.kz/,"1,024",
GoodNet,http://goodnet.com.ua/,"1,024",
Heart Internet,https://www.heartinternet.uk/,"1,024",
Heinlein Support GmbH,https://www.heinlein-support.de/impressum,"1,024",
Heureka Shopping s.r.o.,http://onas.heureka.cz/,"1,024",Yes
Hosta Rica,http://hostarica.com/,"1,024",
"Hoster Kg, Ltd",https://hoster.kg/,"1,024",
Hosting.com.tr,https://www.hosting.com.tr/,"1,024",
HOSTLIFE,https://www.hostlife.net/,"1,024",
HQserv,https://www.hqserv.co.il/,"1,024",Yes
Hupohost,http://www.hupohost.com/,"1,024",
icn.bg,http://www.icn.bg/,"1,024",
IDCloudHost (PT Cloud Hosting Indonesia),https://idcloudhost.com/,"1,024",
ideal-solution.org,http://ideal-solution.org/,"1,024",
Imperanet,http://imperanet.com.br/,"1,024",
inAsset,https://inasset.es/,"1,024",
Infinys,http://isi.co.id/,"1,024",
INXY LTD.,https://hostry.com/,"1,024",
iqhost.ru,http://iqhost.ru/,"1,024",
ISPserver,http://ispserver.com/,"1,024",
"Kamatera, Inc.",https://www.kamatera.com/,"1,024",
Kleissner Investments s.r.o.,http://kleissner.cz/,"1,024",
Kualo,http://www.kualo.com/,"1,024",
LHISP S. A.,https://lhisp.com/,"1,024",
Loop Byte Web Services Pvt. Ltd.,https://loopbyte.com/,"1,024",
Loose Foot Computing Limited,https://www.lfchosting.com/,"1,024",
Mailkit s.r.o.,https://www.mailkit.com/,"1,024",
Managed Hosting Services (Gorack),http://www.gorack.net/,"1,024",
MaxiPlace,https://maxiplace.ru/,"1,024",
MAXKO LLC.,https://www.maxko-hosting.com/,"1,024",
MegaTR,https://www.megatrhost.com/,"1,024",
MicroHost,https://www.microhost.com/,"1,024",
Mihan Web Host,https://mihanwebhost.com/,"1,024",
MikroVPS Ltd.,https://www.mikrovps.net/,"1,024",Yes
mirahost,http://mirahub.com/,"1,024",
Mitues,https://mitues.com/,"1,024",
NetSilvania Hosting Services,http://netsilvania.com/,"1,024",
netzozeker.nl,http://www.netzozeker.nl/,"1,024",
Nexril (Corex Solutions LLC),https://nexril.net/,"1,024",
North Hosts Limited,https://www.northhosts.co.uk/,"1,024",
Offshore Racks S.a,http://www.offshoreracks.com/,"1,024",
Optibit,https://www.optibit.ru/,"1,024",
ozhosting.com,http://ozhosting.com/,"1,024",
Pars Shabakeh Azarakhsh Llc,http://parsvds.com/,"1,024",
PEENQ,https://peenq.nl/,"1,024",
Pointer,https://www.pointer.gr/,"1,024",
PRO ISP AS,https://www.proisp.no/,"1,024",
ProHoster.info,http://prohoster.info/,"1,024",
PROHOSTING LLC,https://prohosting.ge/,"1,024",
Prometey,http://ptspb.ru/,"1,024",
PT. JC Indonesia,https://jogjacamp.com/,"1,024",
Public Cloud Ltd,http://publicloud.com/,"1,024",Yes
PVdataNET.com,https://pvdatanet.com/,"1,024",
RM-iNJiNERiNG,http://rm-injinering.ru/,"1,024",
RuWeb,http://ruweb.net/,"1,024",
Saas.group LLC,https://saas.group/,"1,024",
"Scoop.it, Inc.",https://www.scoop.it/,"1,024",
Serversget,http://serversget.com/,"1,024",
Siteimprove A/S,https://siteimprove.com/,"1,024",
Smart Cloud Hosting UK Ltd,https://www.bestwebhosting.co.uk/,"1,024",
SPRINX s.r.o.,https://www.sprinx.com/,"1,024",
sshvps.net,http://sshvps.net/,"1,024",
"StumbleUpon, Inc.",https://www.stumbleupon.com/,"1,024",
Support.by,https://support.by/,"1,024",
SurfEasy Inc.,https://www.surfeasy.com/,"1,024",
TeamCloud Solution Sdn Bhd,https://www.teamcloud.my/,"1,024",
Technox Internet Teknolojileri,https://technox.com.tr/,"1,024",
THINline s.r.o.,http://www.thinline.cz/,"1,024",
time-host.net,https://time-host.net/,"1,024",
TOPHOST S.r.l.,https://www.tophost.it/,"1,024",
Triple C,https://www.ccc.co.il/,"1,024",
UKFast.Net Limited,https://www.ukfast.co.uk/,"1,024",
Valvera s.r.o.,http://www.valvera.cz/,"1,024",
"Venafi, Inc.",https://www.venafi.com/,"1,024",
Veridyen,https://www.veridyen.com/,"1,024",
VHoster UA,http://vhoster.net/,"1,024",
Warpline,http://www.warpline.com/,"1,024",
wehostall,http://wehostall.ru/,"1,024",
Well-Web,https://well-web.net/,"1,024",Yes
WINFORMA Witschi,https://www.winforma.ch/,"1,024",
World Hosting Farm LTD,http://worldhostingfarm.com/,"1,024",
YNT.COM.TR,https://www.ynt.com.tr/,"1,024",
tops.net GmbH & Co. KG,http://www.tops.net/,992,
UK2.NET,https://www.uk2.net/,967,Yes
HiFiserver.com,https://www.hifiserver.com/,928,
Platon Technologies s.r.o.,http://platon.sk/,912,Yes
interscholz Internet Services GmbH Co. KG,https://interscholz.de/,824,Yes
2 Cloud Ltd.,https://2cloud.eu/,768,
Angani Ltd,http://www.angani.co/,768,
CityNet Host,https://www.citynethost.com/,768,
"Comodo Group, Inc.",https://www.comodo.com/,768,Yes
DataSpring s.r.o.,http://www.dataspring.cz/,768,
Delta Bulgaria,http://delta.bg/,768,
Digital Virtualisation Solutions SRL,https://digital-vm.com/,768,
EstroWeb,http://www.estrowebservices.com/,768,
FinalTek.com,http://www.finaltek.com/,768,
HETNiX,https://www.hetnix.com/,768,
Host-UA,https://host-ua.com/,768,
IndoVirtue,https://indovirtue.com/,768,
IP Interactive,https://ip-interactive.de/,768,
leaderhost.ru,http://leaderhost.ru/,768,
Linevast Hosting,https://linevast.de/,768,Yes
Netiran,https://netiran.net/,768,
Next Point Host,https://nextpointhost.com/,768,
Paylicense,https://paylicense.com/,768,
Quintex,https://quintex.com/,768,Yes
StarryDNS,https://www.starrydns.com/,768,
THC Projects SRL,https://www.thcservers.com/,768,
Trdeserver Internet Hizmetleri,https://www.trdeserver.com/,768,
VisualHosting SRL,https://visualhosting.net/,768,
WebReus,https://www.webreus.nl/,768,
WebSupport SK,https://www.websupport.sk/,768,
Real Hosts Limited,https://www.real-hosts.com/,641,
Brandwatch,https://www.brandwatch.com/,640,
co-location.com,http://co-location.com/,640,
CyberSecurity My,https://www.cybersecurity.my/,640,
HQ GmbH,http://hq-gmbh.de/,640,
idealhosting,http://www.idealhosting.com/,640,
Artnet Sp. z o.o.,https://www.artnet.pl/,600,
Multim Ltd,https://www.multim.fi/,576,
Apexhost,http://www.apexhost.com.au/,544,
TurboHost,https://turbohost.nl/,528,
Ardis Russia,https://ardis.ru/,512,
"Castle Global, Inc.",https://thehive.ai/,512,
"Censys, Inc.",https://censys.io/,512,
Coosto BV,https://www.coosto.com/,512,Yes
Czech It Cluster,https://www.czech-itc.cz/,512,
data-centr.lv,http://vps-hosting.lv/,512,
Dewaweb,https://www.dewaweb.com/,512,
"Digirock, Inc",http://www.digi-rock.com/,512,
DSRack,http://dsrack.dk/,512,
ERIX-COLO,http://www.rtcomm.ru/,512,
ethnohosting,http://ethnohosting.com/,512,
Experian plc,https://www.experianplc.com/,512,
Expro Sp. z o.o.,http://www.expro.pl/,512,
fcloud.biz,http://fcloud.biz/,512,
Flynet LTD,https://www.flynet.pro/,512,
galahost,http://galahost.net/,512,
Gransy s.r.o.,https://gransy.com/,512,Yes
HK Serverworks,https://www.hkserverworks.com/,512,
HostBrink,http://www.hostbrink.com/,512,
Iperweb Ltd.,http://iperweb.com/,512,
ISPSystem,https://www.ispsystem.com/,512,
ix-host.ru,http://www.ix-host.ru/,512,
JSC Technical centre of Internet,https://tcinet.ru/,512,
KV Solutions B.V.,https://www.kvsolutions.nl/,512,
LeaseVPS,https://www.leasevps.com/,512,
Maral Host,https://www.maralhost.com/,512,
MediaSift Ltd,https://datasift.com/,512,Yes
MSK.HOST,https://msk.host/,512,
myhost.ua,http://www.myhost.ua/,512,
NeoServer,https://neoserver.site/,512,
NETIO,https://www.netio.cz/,512,
"Netowl,Inc.",http://www.netowl.jp/,512,
nvhost.ru,https://nvhost.ru/,512,
NWT iDC Data Service,https://www.hkbnes.net/,512,
Offshore Servers,https://www.offshore-servers.com/,512,
OkServers LLC,https://okservers.net/,512,
Pickaweb Ltd,https://www.pickaweb.co.uk/,512,
Proper Support LLP,http://www.propersupportmedia.com/,512,
Proservice Llc,https://proservice.ge/,512,
Rackplace NL,https://www.rackplace.de/,512,
Serverion,https://www.serverion.com/,512,
Smart Weblications Gmbh,https://www.smart-weblications.com/,512,
Sollutium LLC,https://sollutium.com/,512,
StepHost SRL,https://www.stephost.md/,512,
SunucumHosting.com.tr,https://sunucumhosting.com.tr/,512,
SuperHosting.BG,http://www.superhosting.bg/,512,
T-N Media Network,http://t-n-media.de/,512,
TehranHost,https://www.tehranhost.com/,512,
teuto.net Netzdienste GmbH,http://teuto.net/,512,
Totalin,https://www.totalin.com/,512,
"UA VPS, LLC",https://vpsua.com/,512,Yes
ukwebhosting.ltd.uk,http://ukwebhosting.ltd.uk/,512,
Uniweb,https://www.uniweb.no/,512,
UZINFOCOM,https://uzinfocom.uz/,512,
VentraIP Australia,https://ventraip.com.au/,512,
VMHaus Limited.,https://vmhaus.com/,512,
WEBD.PL,https://www.webd.pl/,512,
WebhostOne GmbH,https://www.webhostone.de/,512,
WebRuimteHosting,https://www.webruimtehosting.nl/,512,
"X5X, LLC",https://x5x.ru/,512,
XenSpec,https://xenspec.com/,512,
ZET servers Romania,https://zetservers.com/,512,
SharkServers Ltd,https://www.sharkservers.net/,510,
Behostings.be,http://www.behostings.be/,503,
Active Cloud Il,https://www.activecloud.co.il/,384,
MarkMonitor,https://www.markmonitor.com/,384,
netEstate GmbH,https://www.netestate.de/,384,
Query Foundry,http://www.queryfoundry.com/,384,
Turkiye Telekom Datacenter,http://ttnetdc.com/,384,
Webhosting S.R.L.,https://www.wnpower.com/,320,
Fastpath Ike,https://fastpath.gr/,288,
ZonerHost,https://www.zonerhost.com/,264,
1 Gbits,https://1gbits.com/,256,
100UP Hosting,https://100up.org/,256,
3W Infra,http://3winfra.com/,256,
AltunHOST,https://www.altunsatis.com/,256,
Anonymous S.A,http://anonymouse.org/,256,
Artikel10 e.V.,https://artikel10.org/,256,Yes
Association Globenet,http://www.globenet.org/,256,
Atlantic.Net,https://www.atlantic.net/,256,
"AVIA Consulting, Inc",http://www.aviaweb.net/,256,
AWIN Ltd.,https://www.awin.com/,256,
B&P Interactive Ltd,https://www.bpweb.net/,256,
best-hosting.ro,http://best-hosting.ro/,256,
BlueVPS OÜ,https://bluevps.com/,256,
budgetbytes,https://www.budgetbytes.nl/,256,
Calyx Institute,https://calyxinstitute.org/,256,
Cloud9,https://cloud9.ge/,256,
cloud:LINK,https://www.cloudlink.sk/,256,
"Cloudinhost, Inc.",https://www.cloudinhost.com/,256,
Cloudzilla Netherlands,http://cloudzilla.nl/,256,
Compubyte Limited/UCOZ Ltd.,https://www.ucoz.com/,256,
Crystone AB,https://www.crystone.se/,256,
daha.net,https://www.daha.net/,256,
Daticum,https://www.daticum.com/,256,
Debesynas,http://debesynas.com/,256,
deziweb,http://deziweb.com/,256,
DHAP CENTER S.L.,http://dhapcenter.es/,256,
directwebhost.org,http://directwebhost.org/,256,
DL HOST.,https://www.dlhost.com/,256,
Dogado Gmbh,http://www.topnetworks.de/,256,
Dominios,https://www.dominios.pt/,256,
"Eightomic, LLC",https://eightomic.com/,256,
elitehost,http://elitehost.co.za/,256,
Emerald Onion,https://emeraldonion.org/,256,Yes
ESTT,https://estt.ru/,256,
EVERHOST S.R.L.,http://everhost.ro/,256,
EvoVPS,http://evovps.com/,256,
Exonet B.V.,https://www.exonet.nl/,256,Yes
F3 Netze e.V.,https://f3netze.de/,256,Yes
Fine Group,http://www.finegroup.co.uk/,256,
FineVPN.com,https://finevpn.com/,256,
Finnish Administrators Reunited,https://far.fi/,256,
Flaunt7,https://flaunt7.com/,256,
Foundation for Applied Privacy,https://applied-privacy.net/,256,
go4cloud,http://go4cloud.com/,256,
Grier Forensics,https://www.grierforensics.com/,256,
HitMe.pl,https://hitme.pl/,256,
Hostgrad,http://hostgrad.ru/,256,
Hostmaze INC,https://hostmaze.com/,256,
HostRush,https://www.hostrush.com/,256,
Hostslick,https://hostslick.de/,256,
HostSpicy,http://www.hostspicy.com/,256,
Idee Inc.,http://ideeinc.com/,256,
incubatec GmbH - Srl,http://www.incubatec.com,256,
Integrity,http://integrity.hu/en/,256,
Interactive Web Solutions Limited,http://www.iweb-hosting.co.uk/,256,
"Internet Info, S.r.o",http://www.iinfo.cz/,256,
Internet Memory Research,https://internetmemory.net/,256,
intrascape,http://intrascape.com/,256,
iPipe International Corp,http://ipipe.net/,256,
IWS Networks,http://iws.co/,256,
JEE.PL,http://jee.pl/,256,
Joey Julian König,https://www.joey-network.de/,256,
Kazakhtelecom Colocation,https://telecom.kz/en,256,
Koehler Internet Services,http://www.lb-server.de/,256,
Levira,https://levira.com/,256,
Linehost DC,https://linehost.pl/,256,
Localhost S.a,http://www.localhost.net.ar/,256,
Magic Lab,https://magiclab.co/,256,
Magna Capax Finland Oy,http://magnacapax.fi/,256,
Managed Data Solutions Pty Ltd,http://www.manageddatasolutions.com.au/,256,
"Maxindo Mitra Solusi, PT",http://www.maxindo.net.id/,256,
MicroSerum Inc.,https://microserum.net/,256,Yes
MIRhosting,https://mirhosting.com/,256,
Moneroj s.r.o.,https://www.moneroj.eu/,256,Yes
MrHost,http://mrhost.biz/,256,
mrhost.biz,http://mrhost.biz/,256,
myh2oservers.com,http://www.myh2oservers.com/,256,
Nagano - Hradec,http://www.o2.cz/,256,
Net Systems Research,http://netsystemsresearch.com/,256,
Netbouncer Ab,https://netbouncer.se/,256,
"Neterra, LLC.",https://neterra.net/,256,
ntx.ru,http://ntx.ru/,256,
OvO Systems Ltd.,https://ovo.sc/,256,
Pantheon,https://pantheon.io/,256,Yes
POHODA-SERVIS spol. s r.o.,https://www.pohoda.com/,256,
ProDos s.r.o.,http://www.prodos.cz/,256,
proinity GmbH,http://www.proinity.com/,256,Yes
"Qualys, Inc.",https://www.qualys.com/,256,
Ready IDC,http://www.readyidc.com/,256,
Registro .it,http://www.nic.it/,256,
relayon.org,https://relayon.org/,256,Yes
Rent a Rack,http://rentarack.no/,256,
"Rootwelt, LLC",https://rootwelt.de/,256,
RSAWEB,https://www.rsaweb.co.za/,256,
RTComm,http://rtcomm.ru/,256,
Sadecehosting Turkey,https://www.sadecehosting.com/en/,256,
SBY-Telecom,http://sby-telecom.info/,256,
Servachok,https://www.serva4ok.ru/,256,
ServeraUkr,https://serveraukr.com/,256,
ServerHosh,https://www.serverhosh.com/,256,
Seven Artisan Inc.,http://7artisan.com,256,
SIA Hostnet,https://www.hostnet.lv/,256,
SinaVPS,https://sinavps.ch/,256,
Siteimprove GmbH,http://siteimprove.com/,256,
smart-hosting.ro,http://smart-hosting.ro/,256,
Spartan Host Ltd.,https://spartanhost.org/,256,
Square Networks,https://squarenetworks.net/,256,
StormyCloud Inc,https://stormycloud.org/,256,Yes
"Sunshine Web Hosting, Inc",http://www.swhi.net/,256,
Szerverplex.hu Kft,https://szerverplex.hu/,256,
Tecnocrática Centro de Datos S.L.,https://tecnocratica.net/,256,
Tentacle Networks Oy,https://www.tentacle.fi/,256,
TRUE.BY,https://true.by/,256,
tube-hosting.de,https://tube-hosting.de/,256,
turhost.com,http://www.turhost.com/,256,
TÜRKYILMAZ Bilişim İnternet Hizmetleri,http://www.türkyılmaz.com/,256,
TuxBox,http://www.tuxbox.ie/,256,Yes
UAB Host Baltic,https://serveroffer.lt/,256,
ultrasvps.com,http://ultrasvps.com/,256,
V6 Consumer Connect Llc,https://v6consumerconnect.com/,256,
VPS4Less,http://www.vps4less.de/,256,
Vuhuv,https://vuhuv.com/,256,
Web World Ireland,https://www.webworld.ie/,256,
Web4Africa,https://www.web4africa.net/,256,Yes
WEBEDIA,https://www.webedia-group.com/,256,
WebWeb.com,http://www.webweb.com/,256,
WISTEE SAS,https://www.wistee.fr/,256,
xentime.com,http://www.xentime.com/,256,
XeonBD,http://www.xeonbd.com/,256,
XET Ltd.,http://xethost.com/,256,Yes
YoHost.org,http://yohost.org/,256,
Z-Tv Corp,https://ztv.su/,256,
Zabec.net,https://www.zabec.net/,256,
Birbir İnternet Hizmetleri,http://www.birbir.net.tr/,255,
hostmark.pl,https://hostmark.pl/,222,
Yoncu,https://www.yoncu.com/,200,
YourLastHost,https://www.yourlasthost.com/,160,
Castlegem Ltd.,http://www.castlegem.co.uk/,128,
CEU Servers,http://ceuservers.net/,128,
"Infegy, Inc.",https://infegy.com/,128,
"Lightspeed Systems, Inc.",https://www.lightspeedsystems.com/,128,
manitu GmbH,https://www.manitu.de/,128,
Megahost.dk,http://www.megahost.dk/,128,
Servereasy Srl,http://www.servereasy.it/,128,
SPOJE-NET,https://www.spoje.net/,128,
Ykoon B.V.,https://www.ykoon.nl/,128,
skHosting.eu s.r.o.,https://skhosting.eu/,110,
Hosixy LLC,https://hosixy.com/,104,
CINIPAC,http://cinipac.com/,96,
DediZULL,http://www.dedizull.com/,66,
Ablative Hosting Ltd,https://ablative.hosting/,64,Yes
Evymo s.r.o.,http://www.evymo.cz/,64,
HostPark,http://www.hostpark.ua/,64,
Internet Marketing Ninjas,https://imninjas.com/,64,
ixam-hosting,http://ixam-hosting.com/,64,
"Neustar, Inc.",https://www.neustar.biz/,64,
Persona Host,http://personahost.net/,64,
Server Green,http://servergreen.com.br/,64,
Sidetrade SA,https://www.sidetrade.com/,64,
Volia Datacenter,https://hosting-service.com.ua/,64,
Yeahhost Sdn Bhd.,https://www.yeahhost.com.my/,64,
Reserver.ru,http://reserver.ru/,40,
Broceliand SAS,https://www.pearltrees.com/,32,
Digitalcourage e. V.,https://digitalcourage.de/,32,
FreeFind.com,http://www.freefind.com/,32,
Hart voor Internetvrijheid,https://www.hartvoorinternetvrijheid.nl/,32,
Neticle Labs Ltd.,https://neticle.com/,32,
Riffle,http://www.riffle.be/,32,
Scrub The Web,http://www.scrubtheweb.com/,32,
Sysomos L.P.,https://sysomos.com/,32,
Twingly AB,https://www.twingly.com/,32,
Wotbox Team,http://www.wotbox.com/,32,
Alibaba Host,https://alibabahost.com/,16,
Ares Hosting,http://areshosting.com/,16,
Ce Colo CZ,https://www.cecolo.com/,16,Yes
Devel.cz Lab s.r.o.,https://devel.cz/,16,
"Dotcom-Monitor, Inc.",https://www.dotcom-monitor.com/,16,
e.ventures,http://www.eventures.vc/,16,
Loftmail,https://www.loftmail.com/,16,
mnogobyte.ru,https://mnogobyte.ru/,16,
MRG Web Services srl,https://mrg.ro/,16,
Name Intelligence Inc.,http://www.nameintelligence.com/,16,
ANZ.ru,https://www.anz.ru/,8,
InternetVista SA,http://www.internetvista.com/,8,
SBA Research gGmbH,https://www.sba-research.org/,8,
"SeekQuarry, LLC",https://www.seekquarry.com/,8,
SuperFlex,https://sflex.net/,8,
Tyler Dence,http://tyzoid.com/,8,
